Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,xG,xAG,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",npxG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Tot,Prg,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,Tkl,TklW,Tkl,Tkl,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,TO,Fld,Fld,Def,Def,GCA,GCA90,TO,TO,Fld,Fld,Def,Def,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Launch%,Avg,Avg,Avg,Launch%,Launch%,Avg,Avg,Avg,Opp,Stp,Stp%,#OPA,#OPA/90,Avg,Avg,Avg
Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,32,1991,23,17,1352,15.0,0.27,0.33,0.6,0.2,0.07,0.07,0.27,0.0,0.27,0.21,0.14,0.35,3.53,8.93,6.33,0.27,0.33,0.6,0.2,0.53,0.26,0.14,0.4,0.21,0.35,Matches,2024,15.0,61.6,30.1,22.7,7.67,73.5,33.7,25.9,10.7,83.8,89.3,87.6,71.9,1091.2,293.9,61.6,30.1,22.7,7.67,73.5,33.7,25.9,10.7,83.8,89.3,87.6,71.9,61.6,30.1,22.7,7.67,73.5,33.7,25.9,10.7,83.8,89.3,87.6,71.9,61.6,30.1,22.7,7.67,73.5,33.7,25.9,10.7,83.8,89.3,87.6,71.9,0.33,0.21,0.19,1.67,5.6,2.27,0.2,0.27,3.2,1.4,43.8,3.2,1.4,0.06,0.14,23.0,0.33,0.07,0.07,0.07,0.0,-0.01,83.5,0.87,12.3,44.3,28.0,3.27,83.5,1.47,47.8,1.53,50.0,54.5,1.0,2.47,1.8,67.6,0.73,0.27,0.53,0.73,0.27,30.8,0.6,0.93,0.93,0.53,1.27,0.07,0.0,4.93,4.93,0.27,0.0,0.0,0.0,0.07,0.0,0.6,0.6,0.27,0.0,0.0,0.0,0.07,0.0,0.0,0.13,1.67,0.33,1.87,0.53,0.53,0.0,0.0,0.0,5.67,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,5.0,23.4,6.8,11.0,5.6,29.6,6.8,11.2,11.4,79.1,100.0,98.2,49.1,552.0,417.2,23.4,6.8,11.0,5.6,29.6,6.8,11.2,11.4,79.1,100.0,98.2,49.1,23.4,6.8,11.0,5.6,29.6,6.8,11.2,11.4,79.1,100.0,98.2,49.1,23.4,6.8,11.0,5.6,29.6,6.8,11.2,11.4,79.1,100.0,98.2,49.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,33.0,29.8,32.8,0.2,0.0,0.0,33.0,0.0,,0.0,,16.6,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,50.0,2.4,0.2,0.2,0.0,2.3,0.32,-0.1,-0.1,21.2,7.2,33.0,26.8,31.2,25.7,17.4,33.0,26.8,31.2,25.7,17.4,11.0,1.0,9.1,1.6,1.6,31.2,25.7,17.4
Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25,25,2250,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,25.0,21.5,3.64,10.9,6.84,31.5,3.72,11.0,16.5,68.4,97.8,99.3,41.4,631.4,443.9,21.5,3.64,10.9,6.84,31.5,3.72,11.0,16.5,68.4,97.8,99.3,41.4,21.5,3.64,10.9,6.84,31.5,3.72,11.0,16.5,68.4,97.8,99.3,41.4,21.5,3.64,10.9,6.84,31.5,3.72,11.0,16.5,68.4,97.8,99.3,41.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,34.4,30.7,34.2,0.16,0.0,0.0,34.4,0.0,,0.0,,17.7,0.0,0.0,0.0,15.4,0.04,0.04,0.04,0.04,0.04,100.0,0.0,0.0,0.0,0.0,0.04,0.44,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.84,0.12,100.0,2.24,0.16,0.24,0.0,2.13,0.31,-0.11,-0.11,23.0,2.72,38.0,62.9,35.2,50.2,10.5,38.0,62.9,35.2,50.2,10.5,13.8,0.36,2.6,0.4,0.4,35.2,50.2,10.5
Ousman Jabang,us USA,DF,CF Montréal,22,2001,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,0.0,3.0,2.0,1.0,0.0,8.0,2.0,4.0,1.0,37.5,100.0,25.0,0.0,38.0,26.0,3.0,2.0,1.0,0.0,8.0,2.0,4.0,1.0,37.5,100.0,25.0,0.0,3.0,2.0,1.0,0.0,8.0,2.0,4.0,1.0,37.5,100.0,25.0,0.0,3.0,2.0,1.0,0.0,8.0,2.0,4.0,1.0,37.5,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,8.0,0.0,2.0,0.0,10.0,0.0,,0.0,,3.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aziel Jackson,us USA,MF,Columbus Crew,22,2001,9,5,357,4.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.38,0.38,0.13,0.47,3.0,8.25,4.5,0.5,0.5,1.01,0.5,1.01,0.37,0.12,0.49,0.37,0.49,Matches,2024,4.0,36.0,20.5,12.5,2.25,40.5,22.0,13.8,3.25,88.9,93.2,90.9,69.2,559.5,145.8,36.0,20.5,12.5,2.25,40.5,22.0,13.8,3.25,88.9,93.2,90.9,69.2,36.0,20.5,12.5,2.25,40.5,22.0,13.8,3.25,88.9,93.2,90.9,69.2,36.0,20.5,12.5,2.25,40.5,22.0,13.8,3.25,88.9,93.2,90.9,69.2,0.5,0.2,0.38,2.25,3.25,2.75,0.0,0.5,3.75,1.25,33.3,3.78,1.26,0.13,0.4,18.9,0.0,0.0,0.0,0.1,0.13,0.13,54.5,0.0,6.75,19.8,28.5,4.0,54.5,2.25,52.9,2.0,47.1,39.5,0.5,3.25,2.5,46.5,2.0,1.0,1.0,2.0,1.0,80.0,0.25,0.5,0.5,0.25,2.25,0.0,0.25,4.25,4.29,0.75,0.0,0.0,0.0,0.25,0.0,1.0,1.01,0.75,0.0,0.0,0.0,0.25,0.0,0.0,2.0,2.0,0.5,0.5,0.25,1.0,0.0,0.0,0.0,2.5,0.25,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aziel Jackson,us USA,"FW,MF",St. Louis,22,2001,16,8,800,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.17,0.17,0.11,0.28,1.69,4.38,6.4,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.28,0.17,0.28,Matches,2024,8.9,24.8,13.9,7.19,2.92,33.1,16.3,10.0,4.72,74.9,85.5,71.9,61.9,403.3,120.9,24.8,13.9,7.19,2.92,33.1,16.3,10.0,4.72,74.9,85.5,71.9,61.9,24.8,13.9,7.19,2.92,33.1,16.3,10.0,4.72,74.9,85.5,71.9,61.9,24.8,13.9,7.19,2.92,33.1,16.3,10.0,4.72,74.9,85.5,71.9,61.9,0.0,0.15,-0.11,1.35,1.91,1.8,0.22,0.0,2.36,1.12,47.6,2.36,1.13,0.0,0.0,18.4,0.34,0.0,0.0,0.07,-0.17,-0.17,49.7,0.56,3.93,18.0,28.1,4.16,49.7,1.69,38.5,2.47,56.4,29.9,0.9,4.94,2.02,34.8,1.69,0.56,1.01,1.69,0.56,38.5,0.9,0.9,0.9,0.67,2.36,0.45,0.0,3.48,3.48,0.34,0.0,0.34,0.11,0.0,0.0,0.22,0.22,0.34,0.0,0.34,0.11,0.0,0.0,0.0,1.46,2.13,0.22,3.48,0.67,1.01,0.11,0.0,0.0,4.04,0.67,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,3.0,25.0,5.0,15.0,4.67,33.3,5.33,15.0,12.7,75.0,93.8,100.0,36.8,613.0,353.3,25.0,5.0,15.0,4.67,33.3,5.33,15.0,12.7,75.0,93.8,100.0,36.8,25.0,5.0,15.0,4.67,33.3,5.33,15.0,12.7,75.0,93.8,100.0,36.8,25.0,5.0,15.0,4.67,33.3,5.33,15.0,12.7,75.0,93.8,100.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,34.7,32.3,34.3,0.33,0.0,0.0,34.7,0.0,,0.0,,15.7,0.0,0.0,0.0,14.7,0.33,0.33,0.33,0.33,0.33,100.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,1.73,0.29,-1.27,-1.27,23.3,5.33,25.7,46.7,30.2,40.7,13.5,25.7,46.7,30.2,40.7,13.5,13.7,0.67,4.9,0.67,0.67,30.2,40.7,13.5
Robin Jansson,se SWE,DF,Orlando City,32,1991,30,30,2660,29.6,0.03,0.0,0.03,0.03,0.0,0.0,0.27,0.0,0.03,0.03,0.03,0.05,0.24,1.93,0.17,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.05,Matches,2024,29.6,48.2,15.8,27.2,4.83,55.7,16.7,29.0,9.12,86.5,94.5,93.6,53.0,949.1,420.0,48.2,15.8,27.2,4.83,55.7,16.7,29.0,9.12,86.5,94.5,93.6,53.0,48.2,15.8,27.2,4.83,55.7,16.7,29.0,9.12,86.5,94.5,93.6,53.0,48.2,15.8,27.2,4.83,55.7,16.7,29.0,9.12,86.5,94.5,93.6,53.0,0.0,0.03,-0.03,0.14,2.8,0.07,0.0,0.03,0.2,0.07,33.3,0.2,0.07,0.17,0.5,12.3,0.0,0.0,0.0,0.13,0.01,0.01,62.7,7.97,34.5,26.9,1.72,0.47,62.7,0.14,80.0,0.0,0.0,35.1,0.07,0.34,0.03,43.1,0.68,0.34,0.41,0.68,0.34,47.6,0.37,1.18,0.41,1.05,1.72,3.14,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.18,0.03,0.0,1.05,0.41,0.0,0.0,0.0,3.85,0.64,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andres Jasson,us USA,"MF,FW",NYCFC,22,2002,3,2,157,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.18,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,1.7,27.1,16.5,9.41,0.0,31.8,17.1,9.41,0.0,85.2,96.6,100.0,,348.2,56.5,27.1,16.5,9.41,0.0,31.8,17.1,9.41,0.0,85.2,96.6,100.0,,27.1,16.5,9.41,0.0,31.8,17.1,9.41,0.0,85.2,96.6,100.0,,27.1,16.5,9.41,0.0,31.8,17.1,9.41,0.0,85.2,96.6,100.0,,0.0,0.06,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,48.2,2.94,14.1,18.2,16.5,2.35,48.2,0.0,0.0,0.59,100.0,25.3,0.59,4.71,1.76,27.1,4.71,1.76,2.94,4.71,1.76,60.0,1.18,0.59,0.59,0.59,5.29,2.94,0.0,2.35,2.29,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,2.35,4.71,1.18,1.18,0.59,2.94,0.0,0.0,0.0,7.65,1.18,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,23,2000,8,4,447,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.18,0.4,0.8,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.23,0.17,0.4,0.23,0.4,Matches,2024,5.0,30.4,13.2,14.2,2.6,36.8,15.2,16.4,4.4,82.6,86.8,86.6,59.1,535.4,149.8,30.4,13.2,14.2,2.6,36.8,15.2,16.4,4.4,82.6,86.8,86.6,59.1,30.4,13.2,14.2,2.6,36.8,15.2,16.4,4.4,82.6,86.8,86.6,59.1,30.4,13.2,14.2,2.6,36.8,15.2,16.4,4.4,82.6,86.8,86.6,59.1,0.0,0.14,-0.18,0.4,3.0,0.0,0.0,0.0,0.8,0.0,0.0,0.81,0.0,0.0,,19.3,0.0,0.0,0.0,0.28,-0.22,-0.22,46.2,2.0,12.0,29.0,6.2,0.6,46.2,0.8,66.7,0.4,33.3,22.4,0.0,1.4,0.8,27.8,2.8,1.2,1.4,2.8,1.2,40.0,1.8,1.4,1.2,1.6,4.4,0.8,0.0,0.8,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,1.6,1.4,0.0,0.0,0.0,5.4,1.2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Jiménez,us USA,DF,Austin,35,1988,15,6,578,6.4,0.0,0.16,0.16,0.0,0.0,0.0,0.31,0.0,0.06,0.06,0.11,0.17,2.19,7.03,2.97,0.0,0.16,0.16,0.0,0.16,0.07,0.11,0.18,0.07,0.18,Matches,2024,6.4,46.9,20.9,21.3,3.75,54.8,22.7,23.8,5.94,85.5,92.4,89.5,63.2,805.6,286.4,46.9,20.9,21.3,3.75,54.8,22.7,23.8,5.94,85.5,92.4,89.5,63.2,46.9,20.9,21.3,3.75,54.8,22.7,23.8,5.94,85.5,92.4,89.5,63.2,46.9,20.9,21.3,3.75,54.8,22.7,23.8,5.94,85.5,92.4,89.5,63.2,0.16,0.13,0.05,0.78,5.0,1.09,0.0,0.0,0.47,0.0,0.0,0.47,0.0,0.0,,14.1,0.0,0.0,0.0,0.14,-0.06,-0.06,64.1,3.28,16.7,32.8,15.0,1.09,64.1,0.16,33.3,0.31,66.7,30.8,0.16,0.63,0.31,41.6,1.09,0.47,0.63,1.09,0.47,25.0,1.41,1.56,1.25,1.56,2.66,2.03,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.63,0.16,1.09,1.56,0.63,0.0,0.0,0.0,2.81,0.78,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stiven Jimenez,us USA,MF,FC Cincinnati,16,2007,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levonte Johnson,ca CAN,"FW,MF",Vancouver W'caps,24,1999,25,7,669,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.18,0.18,0.07,0.24,1.89,1.49,7.03,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.25,0.17,0.25,Matches,2024,7.4,15.8,8.92,6.22,0.41,20.5,10.0,8.11,0.68,77.0,89.2,76.7,60.0,238.2,47.6,15.8,8.92,6.22,0.41,20.5,10.0,8.11,0.68,77.0,89.2,76.7,60.0,15.8,8.92,6.22,0.41,20.5,10.0,8.11,0.68,77.0,89.2,76.7,60.0,15.8,8.92,6.22,0.41,20.5,10.0,8.11,0.68,77.0,89.2,76.7,60.0,0.0,0.05,-0.07,0.54,0.81,0.54,0.14,0.0,1.76,0.41,23.1,1.75,0.4,0.0,0.0,16.4,0.0,0.0,0.0,0.1,-0.18,-0.18,34.2,0.54,3.78,13.9,17.0,3.51,34.2,0.68,21.7,2.03,65.2,22.0,0.54,3.92,2.97,24.1,1.08,0.54,0.95,1.08,0.54,57.1,0.41,0.81,0.81,0.27,1.35,0.27,0.0,2.03,2.02,0.27,0.0,0.27,0.0,0.0,0.0,0.27,0.27,0.27,0.0,0.27,0.0,0.0,0.0,0.0,1.62,1.62,0.27,1.08,0.27,0.95,0.0,0.0,0.0,4.86,1.08,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Johnson,us USA,GK,Toronto FC,34,1989,25,25,2250,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024,25.0,24.5,5.56,12.3,6.52,34.6,5.64,12.4,16.2,70.9,98.6,99.4,40.2,621.2,440.0,24.5,5.56,12.3,6.52,34.6,5.64,12.4,16.2,70.9,98.6,99.4,40.2,24.5,5.56,12.3,6.52,34.6,5.64,12.4,16.2,70.9,98.6,99.4,40.2,24.5,5.56,12.3,6.52,34.6,5.64,12.4,16.2,70.9,98.6,99.4,40.2,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,37.2,31.5,37.0,0.2,0.0,0.0,37.2,0.04,100.0,0.0,0.0,19.2,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.04,0.04,0.0,0.0,0.76,0.04,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,100.0,1.72,0.2,0.12,0.04,1.62,0.33,-0.06,-0.05,27.5,4.0,32.3,44.2,32.4,40.0,16.8,32.3,44.2,32.4,40.0,16.8,12.4,0.68,5.5,1.36,1.36,32.4,40.0,16.8
DeJuan Jones,us USA,DF,NE Revolution,26,1997,17,16,1413,15.7,0.0,0.13,0.13,0.0,0.0,0.0,0.06,0.0,0.02,0.02,0.1,0.12,2.61,4.2,6.88,0.0,0.13,0.13,0.0,0.13,0.02,0.1,0.12,0.02,0.12,Matches,2024,15.7,47.9,22.3,22.4,2.55,59.0,25.4,26.2,4.46,81.2,87.9,85.6,57.1,789.7,243.7,47.9,22.3,22.4,2.55,59.0,25.4,26.2,4.46,81.2,87.9,85.6,57.1,47.9,22.3,22.4,2.55,59.0,25.4,26.2,4.46,81.2,87.9,85.6,57.1,47.9,22.3,22.4,2.55,59.0,25.4,26.2,4.46,81.2,87.9,85.6,57.1,0.13,0.08,0.03,0.7,3.12,0.57,0.19,0.0,0.38,0.0,0.0,0.38,0.0,0.0,,19.1,0.0,0.0,0.0,0.05,-0.02,-0.02,70.4,4.52,23.1,30.8,17.4,2.29,70.4,0.64,34.5,1.08,58.6,38.9,0.51,1.97,0.89,44.5,1.97,0.96,1.59,1.97,0.96,53.6,0.83,1.53,1.15,1.4,3.38,2.61,0.0,2.1,2.1,0.19,0.0,0.19,0.0,0.06,0.0,0.25,0.25,0.19,0.0,0.19,0.0,0.06,0.0,0.0,1.08,1.15,0.0,2.29,1.4,1.59,0.0,0.0,0.0,5.54,0.51,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeJuan Jones,us USA,DF,Columbus Crew,26,1997,10,4,409,4.5,0.44,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.16,0.16,0.02,0.16,3.11,2.44,10.9,0.44,0.0,0.44,0.44,0.44,0.15,0.02,0.16,0.15,0.16,Matches,2024,4.5,39.3,20.4,17.3,1.33,47.6,21.6,20.7,2.22,82.7,94.8,83.9,60.0,601.8,170.4,39.3,20.4,17.3,1.33,47.6,21.6,20.7,2.22,82.7,94.8,83.9,60.0,39.3,20.4,17.3,1.33,47.6,21.6,20.7,2.22,82.7,94.8,83.9,60.0,39.3,20.4,17.3,1.33,47.6,21.6,20.7,2.22,82.7,94.8,83.9,60.0,0.0,0.11,-0.02,0.67,1.56,1.56,0.67,0.44,0.89,0.44,50.0,0.88,0.44,0.5,1.0,14.4,0.0,0.0,0.0,0.17,0.29,0.29,58.0,2.44,17.1,19.6,21.8,2.22,58.0,0.44,28.6,1.11,71.4,31.8,0.44,1.78,1.11,37.8,1.56,1.56,1.33,1.56,1.56,70.0,0.67,1.11,0.89,1.11,2.67,1.33,0.0,2.22,2.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.22,0.22,1.56,1.11,1.33,0.0,0.0,0.0,4.22,0.67,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
