Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,xG,xAG,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",npxG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Tot,Prg,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,Tkl,TklW,Tkl,Tkl,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,TO,Fld,Fld,Def,Def,GCA,GCA90,TO,TO,Fld,Fld,Def,Def,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Launch%,Avg,Avg,Avg,Launch%,Launch%,Avg,Avg,Avg,Opp,Stp,Stp%,#OPA,#OPA/90,Avg,Avg,Avg
Sidnei Tavares,,MF,Colorado Rapids,21,2001,5,5,299,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.03,0.03,1.82,4.55,2.12,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,2023,3.3,25.5,11.5,10.9,2.12,31.5,14.5,12.1,3.33,80.8,79.2,90.0,63.6,427.9,129.1,25.5,11.5,10.9,2.12,31.5,14.5,12.1,3.33,80.8,79.2,90.0,63.6,25.5,11.5,10.9,2.12,31.5,14.5,12.1,3.33,80.8,79.2,90.0,63.6,25.5,11.5,10.9,2.12,31.5,14.5,12.1,3.33,80.8,79.2,90.0,63.6,0.0,0.06,-0.03,0.61,3.33,0.61,0.0,0.0,0.61,0.0,0.0,0.6,0.0,0.0,,27.4,0.0,0.0,0.0,0.02,0.0,0.0,39.1,0.3,7.27,22.4,10.6,0.3,39.1,1.82,46.2,1.21,30.8,25.8,0.0,1.21,0.3,31.2,0.61,0.3,0.0,0.61,0.3,20.0,1.21,0.61,0.61,0.3,0.91,0.0,0.0,1.52,1.51,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.82,3.03,0.0,0.3,0.3,0.0,0.0,0.0,0.0,3.64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Taylor,us USA,DF,Minnesota Utd,25,1997,30,29,2511,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.03,0.03,0.06,0.1,1.65,4.66,5.81,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,2023,27.9,36.8,18.2,14.1,3.73,51.6,20.8,19.7,8.1,71.3,87.8,71.6,46.0,635.7,289.7,36.8,18.2,14.1,3.73,51.6,20.8,19.7,8.1,71.3,87.8,71.6,46.0,36.8,18.2,14.1,3.73,51.6,20.8,19.7,8.1,71.3,87.8,71.6,46.0,36.8,18.2,14.1,3.73,51.6,20.8,19.7,8.1,71.3,87.8,71.6,46.0,0.0,0.09,-0.06,0.79,3.23,1.36,0.57,0.0,0.5,0.11,21.4,0.5,0.11,0.0,0.0,18.7,0.0,0.0,0.0,0.06,-0.03,-0.03,61.1,3.73,19.0,23.8,18.6,1.83,61.1,0.22,31.6,0.39,57.9,27.8,0.18,0.47,0.32,33.9,2.37,1.36,1.65,2.37,1.36,60.3,0.9,0.9,0.43,1.11,3.48,3.08,0.0,2.22,2.22,0.04,0.0,0.0,0.0,0.04,0.0,0.07,0.07,0.04,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.43,0.11,3.66,1.11,1.65,0.0,0.0,0.0,4.8,1.15,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Taylor,fi FIN,"FW,DF",Inter Miami,28,1994,27,15,1457,16.2,0.25,0.31,0.56,0.25,0.0,0.0,0.37,0.0,0.06,0.06,0.14,0.2,3.02,4.51,9.2,0.25,0.31,0.56,0.25,0.56,0.06,0.13,0.2,0.06,0.2,Matches,2023,16.2,38.0,21.9,13.0,2.35,48.8,24.6,15.6,5.8,77.7,89.2,83.0,40.4,584.9,152.5,38.0,21.9,13.0,2.35,48.8,24.6,15.6,5.8,77.7,89.2,83.0,40.4,38.0,21.9,13.0,2.35,48.8,24.6,15.6,5.8,77.7,89.2,83.0,40.4,38.0,21.9,13.0,2.35,48.8,24.6,15.6,5.8,77.7,89.2,83.0,40.4,0.31,0.15,0.17,1.79,2.47,1.85,0.31,0.25,1.11,0.49,44.4,1.11,0.49,0.22,0.5,20.2,0.0,0.0,0.0,0.06,0.19,0.19,57.8,0.68,8.7,22.5,27.4,1.98,57.8,0.93,37.5,1.42,57.5,36.0,0.49,1.98,0.86,41.4,1.05,0.62,0.62,1.05,0.62,58.8,0.43,0.86,0.68,1.17,2.22,0.43,0.06,2.9,2.9,0.12,0.0,0.0,0.0,0.12,0.0,0.62,0.62,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.93,0.43,0.12,4.2,1.17,0.62,0.0,0.0,0.0,4.51,0.31,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Teibert,ca CAN,MF,Vancouver W'caps,30,1992,7,0,153,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,1.18,1.76,4.12,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,2023,1.7,35.9,22.9,12.4,0.59,42.9,24.7,15.3,1.18,83.6,92.9,80.8,50.0,479.4,82.4,35.9,22.9,12.4,0.59,42.9,24.7,15.3,1.18,83.6,92.9,80.8,50.0,35.9,22.9,12.4,0.59,42.9,24.7,15.3,1.18,83.6,92.9,80.8,50.0,35.9,22.9,12.4,0.59,42.9,24.7,15.3,1.18,83.6,92.9,80.8,50.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,1.76,0.59,33.3,1.76,0.59,0.0,0.0,20.9,0.0,0.0,0.0,0.05,-0.06,-0.06,50.0,0.59,8.82,29.4,12.4,1.76,50.0,0.0,0.0,0.0,0.0,27.6,0.0,0.59,0.0,35.9,0.59,0.0,0.0,0.59,0.0,0.0,1.18,1.76,1.76,0.59,1.18,0.59,0.0,1.18,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,3.53,0.59,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Terán,co COL,DF,Chicago Fire,22,2000,24,18,1574,17.5,0.06,0.0,0.06,0.06,0.0,0.0,0.29,0.0,0.03,0.03,0.01,0.04,0.46,2.29,0.34,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches,2023,17.5,41.7,11.7,22.5,7.43,53.0,13.5,25.9,12.6,78.6,86.4,86.6,59.1,901.1,340.6,41.7,11.7,22.5,7.43,53.0,13.5,25.9,12.6,78.6,86.4,86.6,59.1,41.7,11.7,22.5,7.43,53.0,13.5,25.9,12.6,78.6,86.4,86.6,59.1,41.7,11.7,22.5,7.43,53.0,13.5,25.9,12.6,78.6,86.4,86.6,59.1,0.0,0.01,-0.01,0.23,1.94,0.11,0.06,0.06,0.57,0.17,30.0,0.57,0.17,0.1,0.33,15.3,0.0,0.0,0.0,0.05,0.03,0.03,62.4,8.74,35.6,23.2,4.06,0.97,62.4,0.46,88.9,0.0,0.0,30.4,0.23,0.51,0.34,36.4,1.6,0.8,0.91,1.6,0.8,77.8,0.23,1.2,0.57,1.2,2.8,3.94,0.0,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.8,0.0,0.34,1.2,0.91,0.0,0.0,0.06,8.0,1.66,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Teves,us USA,FW,Seattle Sounders,22,2000,13,3,383,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.05,0.26,2.33,3.02,11.2,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.25,0.21,0.25,Matches,2023,4.3,28.8,18.8,9.07,0.7,38.6,22.3,12.1,1.86,74.7,84.4,75.0,37.5,397.9,64.7,28.8,18.8,9.07,0.7,38.6,22.3,12.1,1.86,74.7,84.4,75.0,37.5,28.8,18.8,9.07,0.7,38.6,22.3,12.1,1.86,74.7,84.4,75.0,37.5,28.8,18.8,9.07,0.7,38.6,22.3,12.1,1.86,74.7,84.4,75.0,37.5,0.0,0.12,-0.05,0.23,1.86,0.23,0.0,0.0,0.93,0.23,25.0,0.94,0.23,0.0,0.0,8.8,0.0,0.0,0.0,0.22,-0.21,-0.21,46.7,0.7,4.65,17.9,24.2,5.58,46.7,0.93,44.4,0.93,44.4,26.7,0.47,2.09,2.56,38.1,0.7,0.23,0.7,0.7,0.23,14.3,1.4,1.16,0.93,0.23,0.93,0.0,0.0,1.4,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.16,0.47,3.72,0.23,0.7,0.0,0.0,0.0,5.58,0.93,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago,br BRA,"FW,MF",NYCFC,22,2000,4,1,137,1.5,0.67,0.0,0.67,0.67,0.0,0.0,0.67,0.0,0.2,0.2,0.07,0.27,0.67,0.0,8.0,0.66,0.0,0.66,0.66,0.66,0.2,0.09,0.28,0.2,0.28,Matches,2023,1.5,23.3,12.7,6.67,0.67,26.7,14.7,7.33,0.67,87.5,86.4,90.9,100.0,284.7,18.7,23.3,12.7,6.67,0.67,26.7,14.7,7.33,0.67,87.5,86.4,90.9,100.0,23.3,12.7,6.67,0.67,26.7,14.7,7.33,0.67,87.5,86.4,90.9,100.0,23.3,12.7,6.67,0.67,26.7,14.7,7.33,0.67,87.5,86.4,90.9,100.0,0.0,0.13,-0.07,2.0,1.33,0.0,0.0,0.67,0.67,0.67,100.0,0.66,0.66,1.0,1.0,9.4,0.0,0.0,0.0,0.3,0.47,0.47,43.3,2.0,6.67,25.3,12.7,2.0,43.3,2.67,80.0,0.67,20.0,30.7,0.67,4.67,4.67,32.7,2.67,0.0,1.33,2.67,0.0,0.0,0.67,1.33,0.67,0.0,2.67,0.67,0.0,2.67,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.33,0.0,0.0,0.0,1.33,0.0,0.0,0.0,5.33,0.67,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Thiaré,sn SEN,FW,Atlanta Utd,29,1993,4,0,50,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.67,0.67,0.0,0.67,1.67,1.67,5.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.72,0.72,Matches,2023,0.6,1.67,1.67,0.0,0.0,15.0,6.67,5.0,0.0,11.1,25.0,0.0,,20.0,18.3,1.67,1.67,0.0,0.0,15.0,6.67,5.0,0.0,11.1,25.0,0.0,,1.67,1.67,0.0,0.0,15.0,6.67,5.0,0.0,11.1,25.0,0.0,,1.67,1.67,0.0,0.0,15.0,6.67,5.0,0.0,11.1,25.0,0.0,,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,3.33,0.0,0.0,3.6,0.0,0.0,,7.1,0.0,0.0,0.0,0.19,-0.67,-0.67,25.0,1.67,1.67,11.7,11.7,3.33,25.0,0.0,,0.0,,10.0,0.0,1.67,0.0,16.7,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,1.67,1.67,1.67,1.67,0.0,1.67,1.87,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,5.0,1.67,3.33,0.0,1.67,0.0,0.0,0.0,0.0,1.67,6.67,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Thommy,de GER,"MF,FW",Sporting KC,28,1994,34,32,2580,28.7,0.17,0.17,0.35,0.17,0.0,0.03,0.24,0.0,0.19,0.16,0.11,0.28,3.83,5.37,5.78,0.17,0.17,0.35,0.17,0.35,0.19,0.11,0.31,0.16,0.28,Matches,2023,28.7,38.9,18.6,14.7,4.46,47.6,20.2,17.2,6.83,81.8,91.9,85.4,65.3,687.0,144.4,38.9,18.6,14.7,4.46,47.6,20.2,17.2,6.83,81.8,91.9,85.4,65.3,38.9,18.6,14.7,4.46,47.6,20.2,17.2,6.83,81.8,91.9,85.4,65.3,38.9,18.6,14.7,4.46,47.6,20.2,17.2,6.83,81.8,91.9,85.4,65.3,0.17,0.11,0.06,1.5,3.69,1.05,0.17,0.17,2.79,0.87,31.3,2.79,0.87,0.06,0.2,21.9,0.38,0.0,0.03,0.06,-0.02,0.01,59.2,0.8,6.66,26.2,27.3,3.1,59.2,1.74,51.0,1.25,36.7,38.5,1.22,1.81,1.53,44.1,1.53,0.73,0.94,1.53,0.73,42.0,1.01,1.5,1.29,0.84,2.37,0.38,0.03,4.04,4.05,0.24,0.07,0.17,0.03,0.0,0.0,0.52,0.52,0.24,0.07,0.17,0.03,0.0,0.0,0.0,0.98,1.99,0.07,4.36,0.84,0.94,0.0,0.0,0.0,4.67,0.28,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosi Thompson,ca CAN,"MF,FW",Toronto FC,20,2003,14,6,582,6.5,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.09,0.09,0.14,0.23,0.62,2.0,1.69,0.15,0.0,0.15,0.15,0.15,0.1,0.13,0.23,0.1,0.23,Matches,2023,6.5,30.8,16.6,12.0,1.38,36.5,18.8,13.5,2.0,84.4,88.5,88.6,69.2,459.4,95.8,30.8,16.6,12.0,1.38,36.5,18.8,13.5,2.0,84.4,88.5,88.6,69.2,30.8,16.6,12.0,1.38,36.5,18.8,13.5,2.0,84.4,88.5,88.6,69.2,30.8,16.6,12.0,1.38,36.5,18.8,13.5,2.0,84.4,88.5,88.6,69.2,0.0,0.12,-0.14,0.77,3.23,0.0,0.0,0.15,0.77,0.46,60.0,0.77,0.46,0.2,0.33,13.6,0.0,0.0,0.0,0.13,0.06,0.06,48.0,2.77,12.9,27.4,8.15,1.85,48.0,0.31,25.0,0.77,62.5,26.9,0.0,1.38,1.85,31.5,1.85,0.46,0.92,1.85,0.46,42.9,0.62,2.0,1.54,1.69,3.54,1.69,0.0,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.08,0.0,0.62,1.69,0.92,0.0,0.0,0.0,5.08,0.77,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Thompson,us USA,"MF,DF",SJ Earthquakes,27,1995,19,1,355,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.21,0.21,0.05,0.26,1.54,4.62,5.9,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.25,0.19,0.25,Matches,2023,3.9,39.0,21.5,13.8,1.54,44.9,22.6,15.4,2.82,86.9,95.5,90.0,54.5,551.8,154.9,39.0,21.5,13.8,1.54,44.9,22.6,15.4,2.82,86.9,95.5,90.0,54.5,39.0,21.5,13.8,1.54,44.9,22.6,15.4,2.82,86.9,95.5,90.0,54.5,39.0,21.5,13.8,1.54,44.9,22.6,15.4,2.82,86.9,95.5,90.0,54.5,0.0,0.13,-0.05,1.54,2.31,0.77,0.26,0.0,2.05,0.26,12.5,2.03,0.25,0.0,0.0,14.7,0.0,0.0,0.0,0.09,-0.21,-0.21,58.5,3.85,15.6,22.1,21.0,5.13,58.5,1.54,66.7,0.51,22.2,29.2,0.51,2.05,1.54,35.6,1.79,1.03,1.54,1.79,1.03,44.4,1.28,0.51,0.51,0.51,2.31,2.82,0.0,3.85,3.8,0.26,0.0,0.26,0.0,0.0,0.0,0.26,0.25,0.26,0.0,0.26,0.0,0.0,0.0,0.0,1.54,2.05,0.0,0.51,0.51,1.54,0.0,0.0,0.0,6.15,0.26,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timmy Tillman,us USA,MF,LAFC,24,1999,25,20,1648,18.3,0.22,0.05,0.27,0.22,0.0,0.0,0.33,0.0,0.12,0.12,0.05,0.17,1.75,5.52,3.17,0.22,0.05,0.27,0.22,0.27,0.12,0.05,0.17,0.12,0.17,Matches,2023,18.3,38.4,18.2,15.0,3.5,44.6,19.7,16.6,4.86,86.0,92.5,90.5,71.9,643.8,166.3,38.4,18.2,15.0,3.5,44.6,19.7,16.6,4.86,86.0,92.5,90.5,71.9,38.4,18.2,15.0,3.5,44.6,19.7,16.6,4.86,86.0,92.5,90.5,71.9,38.4,18.2,15.0,3.5,44.6,19.7,16.6,4.86,86.0,92.5,90.5,71.9,0.05,0.09,0.0,1.09,4.32,1.15,0.05,0.22,1.37,0.49,36.0,1.37,0.49,0.16,0.44,20.3,0.0,0.0,0.0,0.09,0.1,0.1,55.7,1.53,8.2,31.6,16.7,1.69,55.7,1.69,50.8,1.37,41.0,35.3,0.44,1.37,1.15,38.3,2.24,1.04,1.37,2.24,1.04,36.5,1.8,1.48,1.37,0.93,3.17,0.66,0.0,2.35,2.35,0.05,0.0,0.27,0.05,0.0,0.0,0.16,0.16,0.05,0.0,0.27,0.05,0.0,0.0,0.0,1.42,2.35,0.05,1.09,0.93,1.37,0.05,0.0,0.0,7.38,0.6,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Tolkin,us USA,DF,NY Red Bulls,20,2002,27,27,2377,26.4,0.11,0.23,0.34,0.08,0.04,0.04,0.19,0.0,0.11,0.08,0.17,0.24,2.05,4.13,3.26,0.11,0.23,0.34,0.08,0.3,0.11,0.17,0.27,0.08,0.24,Matches,2023,26.4,40.0,17.9,16.1,5.3,57.1,21.0,21.6,12.0,70.0,85.2,74.9,44.3,739.5,293.8,40.0,17.9,16.1,5.3,57.1,21.0,21.6,12.0,70.0,85.2,74.9,44.3,40.0,17.9,16.1,5.3,57.1,21.0,21.6,12.0,70.0,85.2,74.9,44.3,40.0,17.9,16.1,5.3,57.1,21.0,21.6,12.0,70.0,85.2,74.9,44.3,0.23,0.17,0.06,1.67,3.45,0.91,0.34,0.11,1.25,0.34,27.3,1.25,0.34,0.06,0.22,22.8,0.38,0.04,0.04,0.06,0.01,0.0,67.0,2.08,17.5,31.1,19.2,1.21,66.9,0.57,37.5,0.76,50.0,32.8,0.38,1.1,0.57,35.4,2.05,1.33,1.29,2.05,1.33,66.0,0.68,0.98,0.83,0.98,3.03,1.67,0.0,3.03,3.03,0.08,0.0,0.11,0.04,0.0,0.0,0.27,0.27,0.08,0.0,0.11,0.04,0.0,0.0,0.0,0.38,1.29,0.11,6.02,0.98,1.29,0.04,0.0,0.0,6.82,1.06,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouhou Tolo,cm CMR,DF,Seattle Sounders,25,1997,28,23,2048,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.02,0.02,0.03,0.04,2.28,5.09,1.27,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,2023,22.8,48.2,24.4,18.9,3.99,57.3,26.4,22.1,6.58,84.0,92.4,85.3,60.7,816.2,264.3,48.2,24.4,18.9,3.99,57.3,26.4,22.1,6.58,84.0,92.4,85.3,60.7,48.2,24.4,18.9,3.99,57.3,26.4,22.1,6.58,84.0,92.4,85.3,60.7,48.2,24.4,18.9,3.99,57.3,26.4,22.1,6.58,84.0,92.4,85.3,60.7,0.0,0.04,-0.03,0.39,5.35,0.39,0.31,0.0,0.35,0.09,25.0,0.35,0.09,0.0,0.0,19.0,0.0,0.0,0.0,0.05,-0.02,-0.02,67.1,3.77,21.3,37.5,9.43,0.53,67.1,1.27,67.4,0.31,16.3,36.7,0.13,0.7,0.57,40.2,2.19,1.58,1.8,2.19,1.58,69.2,0.7,1.14,0.88,0.92,3.11,3.38,0.0,1.4,1.41,0.04,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.0,0.96,1.32,0.09,1.32,0.92,1.8,0.0,0.0,0.0,7.41,1.32,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo Torres,uy URU,"FW,MF",Orlando City,22,2000,30,28,2367,26.3,0.53,0.11,0.65,0.34,0.19,0.19,0.08,0.0,0.39,0.24,0.16,0.4,3.65,5.32,9.85,0.53,0.11,0.65,0.34,0.46,0.39,0.16,0.55,0.24,0.4,Matches,2023,26.3,31.6,18.7,9.13,3.04,39.6,20.5,11.4,5.1,79.8,91.5,80.0,59.7,506.0,124.6,31.6,18.7,9.13,3.04,39.6,20.5,11.4,5.1,79.8,91.5,80.0,59.7,31.6,18.7,9.13,3.04,39.6,20.5,11.4,5.1,79.8,91.5,80.0,59.7,31.6,18.7,9.13,3.04,39.6,20.5,11.4,5.1,79.8,91.5,80.0,59.7,0.11,0.17,-0.05,1.9,2.97,1.75,0.49,0.53,2.28,0.8,35.0,2.28,0.8,0.15,0.43,20.0,0.04,0.19,0.19,0.1,0.14,0.1,50.0,0.49,3.92,20.1,26.7,4.07,49.8,1.52,36.4,2.24,53.6,34.0,0.87,1.9,0.84,39.3,0.57,0.27,0.38,0.57,0.27,25.9,0.76,0.53,0.53,0.34,0.91,0.19,0.04,4.18,4.18,0.15,0.0,0.27,0.08,0.04,0.0,0.42,0.42,0.15,0.0,0.27,0.08,0.04,0.0,0.0,0.42,2.43,0.27,3.46,0.34,0.38,0.0,0.0,0.0,4.14,0.53,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairo Torres,mx MEX,"MF,FW",Chicago Fire,22,2000,22,8,763,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.22,0.06,0.28,2.94,3.76,6.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.29,0.23,0.29,Matches,2023,8.5,30.0,17.3,9.41,2.59,38.1,19.1,11.4,4.82,78.7,90.7,82.5,53.7,480.1,131.4,30.0,17.3,9.41,2.59,38.1,19.1,11.4,4.82,78.7,90.7,82.5,53.7,30.0,17.3,9.41,2.59,38.1,19.1,11.4,4.82,78.7,90.7,82.5,53.7,30.0,17.3,9.41,2.59,38.1,19.1,11.4,4.82,78.7,90.7,82.5,53.7,0.0,0.05,-0.06,1.06,2.35,0.59,0.35,0.0,2.12,0.47,22.2,2.12,0.47,0.0,0.0,17.2,0.12,0.0,0.0,0.11,-0.22,-0.22,51.1,1.41,9.29,24.9,17.4,3.29,51.1,1.88,42.1,1.88,42.1,31.1,0.59,2.35,1.41,37.1,0.82,0.35,0.47,0.82,0.35,20.0,1.41,0.59,0.59,0.71,1.53,1.18,0.12,2.24,2.24,0.0,0.0,0.24,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.41,2.82,0.24,2.71,0.71,0.47,0.0,0.0,0.0,4.59,1.06,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquín Torres,ar ARG,"MF,FW",Philadelphia Union,26,1997,13,3,352,3.9,0.26,0.26,0.51,0.26,0.0,0.0,0.77,0.0,0.13,0.13,0.18,0.31,2.56,4.1,8.21,0.26,0.26,0.51,0.26,0.51,0.13,0.17,0.29,0.13,0.29,Matches,2023,3.9,21.5,10.3,7.18,3.85,33.6,12.8,9.74,7.44,64.1,80.0,73.7,51.7,394.6,120.3,21.5,10.3,7.18,3.85,33.6,12.8,9.74,7.44,64.1,80.0,73.7,51.7,21.5,10.3,7.18,3.85,33.6,12.8,9.74,7.44,64.1,80.0,73.7,51.7,21.5,10.3,7.18,3.85,33.6,12.8,9.74,7.44,64.1,80.0,73.7,51.7,0.26,0.23,0.08,2.31,1.79,2.56,1.28,0.26,3.33,0.51,15.4,3.32,0.51,0.08,0.5,23.0,0.0,0.0,0.0,0.04,0.13,0.13,49.5,0.0,4.1,20.0,26.4,4.62,49.5,3.59,48.3,3.33,44.8,33.8,1.03,2.56,3.85,37.7,1.03,0.26,1.03,1.03,0.26,50.0,0.26,0.77,0.77,0.51,1.54,0.0,0.0,3.59,3.56,0.26,0.26,0.0,0.0,0.26,0.0,0.51,0.51,0.26,0.26,0.0,0.0,0.26,0.0,0.0,1.03,1.79,0.26,3.33,0.51,1.03,0.0,0.0,0.0,6.92,0.26,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
